Instante,RR_E,RR_F,Pos_E,Pos_F,Delta_PosE,Delta_PosF
278400.0,759.0,813.0,328.0,638.0,0.0,0.0
279200.0,779.0,783.0,143.0,638.0,0.0,0.0
280000.0,796.0,755.0,518.0,638.0,114.0,49.0
280800.0,796.0,753.0,360.0,546.0,382.0,0.0
281600.0,793.0,775.0,217.0,148.0,50.0,0.0
282400.0,762.0,765.0,217.0,106.0,0.0,0.0
283200.0,753.0,778.0,217.0,106.0,0.0,0.0
284000.0,765.0,793.0,217.0,218.0,0.0,132.0
284800.0,770.0,786.0,217.0,85.0,0.0,136.0
285600.0,788.0,749.0,217.0,286.0,0.0,75.0
286400.0,795.0,735.0,217.0,540.0,196.0,167.0
287200.0,803.0,755.0,217.0,540.0,147.0,67.0
288000.0,790.0,790.0,287.0,540.0,0.0,88.0
288800.0,774.0,787.0,287.0,540.0,147.0,0.0
289600.0,777.0,802.0,287.0,631.0,0.0,196.0
290400.0,790.0,781.0,287.0,290.0,0.0,119.0
291200.0,804.0,750.0,287.0,165.0,0.0,100.0
292000.0,832.0,758.0,328.0,162.0,0.0,40.0
292800.0,840.0,772.0,567.0,162.0,0.0,111.0
293600.0,828.0,780.0,357.0,211.0,0.0,1.0
294400.0,796.0,744.0,441.0,211.0,0.0,154.0
295200.0,788.0,760.0,441.0,211.0,112.0,0.0
296000.0,796.0,788.0,581.0,211.0,34.0,0.0
296800.0,797.0,793.0,469.0,211.0,204.0,110.0
297600.0,805.0,801.0,372.0,211.0,0.0,23.0
298400.0,815.0,802.0,21.0,211.0,0.0,26.0
299200.0,837.0,793.0,217.0,211.0,0.0,107.0
300000.0,842.0,760.0,217.0,211.0,0.0,21.0
300800.0,796.0,768.0,217.0,211.0,0.0,160.0
301600.0,779.0,797.0,217.0,211.0,0.0,71.0
302400.0,785.0,808.0,217.0,57.0,255.0,0.0
303200.0,790.0,789.0,217.0,0.0,383.0,0.0
304000.0,805.0,811.0,399.0,0.0,84.0,0.0
304800.0,822.0,810.0,448.0,0.0,0.0,0.0
305600.0,814.0,790.0,372.0,0.0,0.0,84.0
306400.0,824.0,811.0,196.0,0.0,0.0,203.0
307200.0,824.0,806.0,196.0,0.0,0.0,238.0
308000.0,827.0,781.0,252.0,310.0,0.0,56.0
308800.0,830.0,784.0,252.0,315.0,239.0,182.0
309600.0,823.0,793.0,252.0,567.0,55.0,0.0
310400.0,801.0,770.0,252.0,346.0,91.0,0.0
311200.0,807.0,725.0,252.0,238.0,0.0,0.0
312000.0,813.0,718.0,267.0,238.0,0.0,3.0
312800.0,822.0,733.0,369.0,238.0,0.0,166.0
313600.0,824.0,749.0,553.0,238.0,0.0,118.0
314400.0,799.0,735.0,553.0,238.0,0.0,14.0
315200.0,794.0,761.0,448.0,98.0,0.0,0.0
316000.0,806.0,829.0,231.0,294.0,92.0,0.0
316800.0,817.0,829.0,231.0,294.0,153.0,0.0
317600.0,830.0,802.0,392.0,294.0,0.0,0.0
318400.0,827.0,789.0,230.0,294.0,0.0,39.0
319200.0,821.0,743.0,0.0,294.0,0.0,206.0
320000.0,819.0,755.0,154.0,294.0,0.0,119.0
320800.0,813.0,769.0,293.0,294.0,250.0,0.0
321600.0,826.0,775.0,301.0,154.0,282.0,78.0
322400.0,833.0,761.0,301.0,154.0,0.0,27.0
323200.0,836.0,794.0,301.0,154.0,0.0,0.0
324000.0,832.0,792.0,301.0,154.0,0.0,106.0
324800.0,827.0,771.0,441.0,154.0,21.0,41.0
325600.0,800.0,741.0,404.0,154.0,392.0,70.0
326400.0,798.0,750.0,273.0,363.0,98.0,105.0
327200.0,805.0,769.0,273.0,325.0,0.0,0.0
328000.0,809.0,748.0,273.0,478.0,0.0,0.0
328800.0,813.0,764.0,273.0,511.0,0.0,0.0
329600.0,796.0,788.0,273.0,436.0,0.0,39.0
330400.0,792.0,794.0,273.0,192.0,0.0,3.0
331200.0,810.0,752.0,273.0,388.0,0.0,0.0
332000.0,812.0,739.0,273.0,229.0,0.0,154.0
332800.0,838.0,755.0,574.0,217.0,0.0,34.0
333600.0,836.0,772.0,440.0,217.0,0.0,120.0
334400.0,806.0,756.0,392.0,217.0,0.0,0.0
335200.0,820.0,776.0,392.0,217.0,231.0,0.0
336000.0,817.0,780.0,392.0,217.0,280.0,0.0
336800.0,816.0,732.0,392.0,638.0,0.0,0.0
337600.0,805.0,744.0,392.0,638.0,224.0,0.0
338400.0,789.0,759.0,392.0,638.0,0.0,91.0
339200.0,795.0,761.0,392.0,638.0,0.0,0.0
340000.0,793.0,718.0,175.0,638.0,6.0,91.0
340800.0,787.0,719.0,175.0,638.0,246.0,0.0
341600.0,775.0,732.0,344.0,638.0,162.0,0.0
342400.0,789.0,745.0,434.0,638.0,63.0,0.0
343200.0,806.0,735.0,245.0,638.0,0.0,0.0
344000.0,846.0,754.0,231.0,638.0,0.0,0.0
344800.0,878.0,766.0,231.0,332.0,0.0,0.0
345600.0,879.0,737.0,231.0,0.0,0.0,175.0
346400.0,838.0,729.0,231.0,147.0,0.0,49.0
347200.0,810.0,743.0,378.0,147.0,0.0,182.0
348000.0,810.0,727.0,504.0,147.0,237.0,56.0
348800.0,804.0,708.0,357.0,147.0,148.0,0.0
349600.0,806.0,691.0,357.0,147.0,126.0,0.0
350400.0,812.0,678.0,406.0,147.0,0.0,0.0
351200.0,812.0,676.0,406.0,244.0,0.0,0.0
352000.0,812.0,735.0,308.0,460.0,0.0,203.0
352800.0,819.0,803.0,308.0,638.0,0.0,134.0
353600.0,771.0,745.0,426.0,638.0,0.0,210.0
354400.0,770.0,747.0,334.0,638.0,0.0,77.0
355200.0,777.0,781.0,231.0,638.0,140.0,70.0
356000.0,791.0,762.0,346.0,638.0,0.0,141.0
356800.0,817.0,751.0,389.0,638.0,0.0,111.0
357600.0,817.0,792.0,389.0,638.0,0.0,127.0
358400.0,851.0,829.0,441.0,638.0,0.0,97.0
359200.0,844.0,763.0,344.0,373.0,246.0,0.0
360000.0,817.0,744.0,322.0,190.0,216.0,109.0
360800.0,792.0,758.0,322.0,127.0,0.0,143.0
361600.0,789.0,756.0,322.0,127.0,0.0,81.0
362400.0,795.0,729.0,322.0,127.0,0.0,215.0
363200.0,801.0,728.0,322.0,127.0,0.0,270.0
364000.0,803.0,748.0,116.0,127.0,0.0,225.0
364800.0,783.0,771.0,21.0,127.0,134.0,0.0
365600.0,780.0,772.0,21.0,169.0,366.0,0.0
366400.0,804.0,791.0,168.0,231.0,60.0,0.0
367200.0,821.0,808.0,252.0,533.0,0.0,0.0
368000.0,823.0,762.0,252.0,292.0,0.0,0.0
368800.0,825.0,732.0,252.0,288.0,0.0,292.0
369600.0,800.0,740.0,252.0,218.0,0.0,72.0
370400.0,795.0,744.0,252.0,218.0,238.0,224.0
371200.0,802.0,733.0,252.0,218.0,0.0,70.0
372000.0,799.0,755.0,252.0,218.0,0.0,0.0
372800.0,805.0,773.0,252.0,218.0,0.0,322.0
373600.0,806.0,778.0,172.0,218.0,0.0,52.0
374400.0,800.0,778.0,0.0,218.0,0.0,81.0
375200.0,793.0,760.0,68.0,218.0,24.0,0.0
376000.0,773.0,735.0,273.0,363.0,157.0,0.0
376800.0,768.0,724.0,273.0,452.0,22.0,140.0
377600.0,779.0,739.0,273.0,344.0,0.0,175.0
378400.0,798.0,746.0,273.0,239.0,0.0,0.0
379200.0,812.0,729.0,273.0,239.0,0.0,70.0
380000.0,804.0,727.0,273.0,182.0,0.0,138.0
380800.0,795.0,748.0,273.0,234.0,91.0,9.0
381600.0,795.0,708.0,343.0,372.0,0.0,0.0
382400.0,796.0,693.0,343.0,372.0,306.0,0.0
383200.0,797.0,699.0,63.0,372.0,114.0,0.0
384000.0,790.0,732.0,0.0,372.0,0.0,0.0
384800.0,780.0,749.0,0.0,372.0,0.0,0.0
385600.0,775.0,723.0,182.0,372.0,0.0,0.0
386400.0,780.0,698.0,182.0,372.0,0.0,262.0
387200.0,791.0,684.0,182.0,372.0,0.0,25.0
388000.0,800.0,709.0,182.0,288.0,89.0,0.0
388800.0,806.0,713.0,182.0,43.0,254.0,189.0
389600.0,771.0,722.0,241.0,43.0,0.0,126.0
390400.0,750.0,740.0,343.0,43.0,0.0,56.0
391200.0,734.0,734.0,448.0,43.0,238.0,0.0
392000.0,735.0,723.0,448.0,43.0,105.0,0.0
392800.0,711.0,731.0,448.0,43.0,0.0,0.0
393600.0,713.0,751.0,539.0,43.0,0.0,0.0
394400.0,707.0,780.0,539.0,43.0,0.0,0.0
395200.0,698.0,742.0,406.0,43.0,0.0,119.0
396000.0,726.0,732.0,315.0,43.0,0.0,63.0
396800.0,739.0,736.0,315.0,43.0,0.0,0.0
397600.0,735.0,723.0,315.0,638.0,147.0,217.0
398400.0,722.0,720.0,315.0,638.0,0.0,0.0
399200.0,725.0,741.0,315.0,638.0,0.0,0.0
400000.0,736.0,756.0,399.0,638.0,190.0,0.0
400800.0,732.0,755.0,201.0,638.0,13.0,0.0
401600.0,738.0,753.0,91.0,638.0,0.0,0.0
402400.0,749.0,778.0,423.0,638.0,0.0,0.0
403200.0,750.0,778.0,434.0,638.0,0.0,0.0
404000.0,749.0,765.0,224.0,549.0,0.0,146.0
404800.0,736.0,761.0,224.0,281.0,0.0,64.0
405600.0,769.0,762.0,224.0,8.0,0.0,84.0
406400.0,786.0,765.0,224.0,360.0,0.0,42.0
407200.0,816.0,737.0,224.0,421.0,364.0,273.0
408000.0,816.0,726.0,224.0,421.0,126.0,0.0
408800.0,857.0,733.0,124.0,421.0,205.0,0.0
409600.0,851.0,763.0,0.0,421.0,89.0,0.0
410400.0,830.0,743.0,105.0,127.0,0.0,0.0
411200.0,848.0,755.0,245.0,442.0,0.0,0.0
412000.0,847.0,773.0,245.0,346.0,0.0,25.0
412800.0,856.0,760.0,245.0,225.0,0.0,143.0
413600.0,844.0,721.0,245.0,225.0,0.0,0.0
414400.0,821.0,730.0,311.0,225.0,0.0,2.0
415200.0,806.0,737.0,437.0,225.0,0.0,303.0
416000.0,816.0,749.0,602.0,225.0,0.0,24.0
416800.0,823.0,714.0,294.0,225.0,217.0,125.0
417600.0,820.0,698.0,294.0,225.0,0.0,71.0
418400.0,807.0,705.0,294.0,389.0,0.0,0.0
419200.0,789.0,773.0,294.0,547.0,0.0,0.0
420000.0,780.0,730.0,294.0,547.0,0.0,0.0
420800.0,785.0,710.0,294.0,547.0,0.0,0.0
421600.0,793.0,715.0,294.0,547.0,0.0,0.0
422400.0,807.0,724.0,294.0,547.0,0.0,175.0
423200.0,822.0,715.0,133.0,547.0,0.0,147.0
424000.0,820.0,715.0,133.0,547.0,0.0,16.0
424800.0,818.0,730.0,308.0,547.0,0.0,222.0
425600.0,823.0,762.0,308.0,547.0,175.0,105.0
426400.0,820.0,768.0,224.0,547.0,35.0,0.0
427200.0,815.0,742.0,224.0,547.0,98.0,0.0
428000.0,783.0,750.0,224.0,0.0,0.0,0.0
428800.0,773.0,727.0,224.0,0.0,0.0,224.0
429600.0,787.0,737.0,320.0,0.0,0.0,63.0
430400.0,778.0,748.0,413.0,0.0,0.0,175.0
431200.0,779.0,792.0,476.0,0.0,0.0,0.0
432000.0,781.0,765.0,296.0,0.0,0.0,105.0
432800.0,765.0,763.0,238.0,0.0,211.0,42.0
433600.0,781.0,779.0,307.0,294.0,141.0,0.0
434400.0,794.0,762.0,385.0,638.0,12.0,0.0
435200.0,806.0,731.0,336.0,638.0,0.0,0.0
436000.0,817.0,731.0,336.0,387.0,0.0,0.0
436800.0,826.0,728.0,336.0,253.0,0.0,0.0
437600.0,816.0,720.0,336.0,253.0,0.0,0.0
438400.0,801.0,719.0,525.0,253.0,102.0,133.0
439200.0,810.0,743.0,630.0,253.0,507.0,42.0
440000.0,807.0,722.0,630.0,512.0,0.0,0.0
440800.0,814.0,739.0,532.0,264.0,0.0,140.0
441600.0,815.0,771.0,352.0,120.0,0.0,245.0
442400.0,794.0,756.0,302.0,400.0,0.0,182.0
443200.0,766.0,722.0,302.0,400.0,0.0,84.0
444000.0,760.0,720.0,302.0,400.0,0.0,0.0
444800.0,782.0,721.0,78.0,400.0,147.0,0.0
445600.0,795.0,714.0,267.0,400.0,112.0,0.0
446400.0,823.0,702.0,267.0,400.0,0.0,0.0
447200.0,857.0,738.0,267.0,92.0,0.0,0.0
448000.0,859.0,747.0,267.0,0.0,0.0,42.0
448800.0,852.0,751.0,267.0,0.0,0.0,0.0
449600.0,822.0,742.0,400.0,0.0,0.0,157.0
450400.0,807.0,746.0,456.0,0.0,0.0,201.0
451200.0,792.0,715.0,308.0,0.0,0.0,13.0
452000.0,785.0,698.0,246.0,0.0,0.0,115.0
452800.0,773.0,692.0,316.0,51.0,0.0,25.0
453600.0,751.0,689.0,316.0,336.0,163.0,0.0
454400.0,758.0,684.0,316.0,497.0,216.0,0.0
455200.0,766.0,699.0,316.0,406.0,0.0,0.0
456000.0,782.0,688.0,236.0,406.0,0.0,0.0
456800.0,806.0,665.0,134.0,406.0,0.0,182.0
457600.0,820.0,679.0,357.0,406.0,0.0,199.0
458400.0,831.0,678.0,560.0,406.0,0.0,18.0
459200.0,801.0,720.0,568.0,406.0,588.0,77.0
460000.0,778.0,752.0,638.0,406.0,60.0,0.0
460800.0,788.0,746.0,554.0,406.0,31.0,0.0
461600.0,781.0,754.0,498.0,406.0,0.0,51.0
462400.0,782.0,744.0,386.0,406.0,0.0,117.0
463200.0,778.0,738.0,323.0,525.0,0.0,145.0
464000.0,780.0,717.0,323.0,525.0,0.0,261.0
464800.0,807.0,709.0,323.0,598.0,0.0,0.0
465600.0,820.0,722.0,323.0,638.0,165.0,0.0
466400.0,829.0,736.0,283.0,638.0,94.0,0.0
467200.0,813.0,715.0,130.0,638.0,56.0,0.0
468000.0,795.0,745.0,106.0,638.0,0.0,148.0
468800.0,801.0,749.0,202.0,638.0,0.0,188.0
469600.0,799.0,757.0,435.0,638.0,0.0,161.0
470400.0,813.0,755.0,365.0,638.0,0.0,98.0
471200.0,807.0,763.0,295.0,638.0,105.0,17.0
472000.0,798.0,761.0,295.0,421.0,73.0,298.0
472800.0,793.0,732.0,295.0,197.0,70.0,0.0
473600.0,794.0,726.0,295.0,197.0,11.0,0.0
474400.0,773.0,743.0,295.0,197.0,0.0,0.0
475200.0,766.0,757.0,323.0,197.0,0.0,175.0
476000.0,782.0,743.0,254.0,197.0,0.0,148.0
476800.0,798.0,741.0,190.0,197.0,0.0,105.0
477600.0,817.0,755.0,232.0,197.0,0.0,118.0
478400.0,835.0,773.0,232.0,197.0,259.0,106.0
479200.0,822.0,756.0,232.0,99.0,0.0,9.0
480000.0,795.0,755.0,232.0,8.0,0.0,228.0
480800.0,800.0,733.0,232.0,8.0,0.0,208.0
481600.0,801.0,710.0,232.0,8.0,0.0,73.0
482400.0,803.0,716.0,232.0,8.0,278.0,70.0
483200.0,808.0,732.0,141.0,8.0,226.0,0.0
484000.0,795.0,748.0,316.0,8.0,0.0,0.0
484800.0,782.0,729.0,284.0,8.0,0.0,0.0
485600.0,784.0,750.0,225.0,8.0,0.0,0.0
486400.0,778.0,787.0,225.0,110.0,0.0,203.0
487200.0,773.0,766.0,267.0,465.0,208.0,0.0
488000.0,778.0,725.0,267.0,484.0,198.0,0.0
488800.0,784.0,729.0,267.0,484.0,0.0,0.0
489600.0,780.0,741.0,323.0,484.0,0.0,10.0
490400.0,777.0,737.0,194.0,484.0,0.0,361.0
491200.0,789.0,705.0,280.0,484.0,0.0,94.0
492000.0,791.0,698.0,571.0,484.0,0.0,4.0
492800.0,794.0,711.0,638.0,484.0,154.0,0.0
493600.0,785.0,737.0,337.0,473.0,119.0,0.0
494400.0,779.0,735.0,337.0,218.0,0.0,0.0
495200.0,767.0,756.0,281.0,218.0,0.0,0.0
496000.0,770.0,735.0,281.0,470.0,0.0,0.0
496800.0,769.0,701.0,281.0,330.0,0.0,476.0
497600.0,772.0,700.0,281.0,330.0,0.0,49.0
498400.0,783.0,709.0,281.0,229.0,0.0,74.0
499200.0,781.0,705.0,281.0,274.0,0.0,354.0
500000.0,793.0,699.0,198.0,274.0,0.0,258.0
500800.0,799.0,735.0,162.0,274.0,0.0,0.0
501600.0,796.0,752.0,351.0,274.0,0.0,0.0
502400.0,796.0,759.0,351.0,274.0,0.0,0.0
503200.0,777.0,729.0,351.0,274.0,301.0,77.0
504000.0,767.0,732.0,351.0,61.0,147.0,133.0
504800.0,771.0,751.0,351.0,0.0,57.0,0.0
505600.0,769.0,736.0,351.0,0.0,0.0,182.0
506400.0,777.0,744.0,351.0,0.0,0.0,259.0
507200.0,788.0,758.0,328.0,0.0,0.0,178.0
508000.0,780.0,762.0,267.0,0.0,0.0,123.0
508800.0,772.0,742.0,176.0,170.0,0.0,42.0
509600.0,786.0,752.0,176.0,553.0,0.0,132.0
510400.0,788.0,791.0,176.0,638.0,0.0,121.0
511200.0,786.0,809.0,246.0,509.0,0.0,216.0
512000.0,774.0,762.0,246.0,373.0,0.0,0.0
512800.0,758.0,755.0,246.0,372.0,0.0,0.0
513600.0,758.0,756.0,183.0,372.0,0.0,0.0
514400.0,761.0,750.0,208.0,372.0,0.0,0.0
515200.0,769.0,736.0,330.0,372.0,0.0,0.0
516000.0,778.0,734.0,330.0,638.0,0.0,0.0
516800.0,778.0,754.0,246.0,638.0,0.0,231.0
517600.0,774.0,757.0,246.0,291.0,0.0,0.0
518400.0,796.0,777.0,246.0,0.0,0.0,0.0
519200.0,806.0,752.0,309.0,0.0,0.0,280.0
520000.0,811.0,738.0,435.0,0.0,12.0,0.0
520800.0,804.0,727.0,435.0,0.0,361.0,112.0
521600.0,794.0,741.0,280.0,0.0,265.0,0.0
522400.0,777.0,763.0,295.0,229.0,0.0,0.0
523200.0,769.0,756.0,316.0,392.0,112.0,0.0
524000.0,774.0,787.0,316.0,392.0,0.0,0.0
524800.0,780.0,758.0,316.0,638.0,0.0,0.0
525600.0,778.0,748.0,316.0,638.0,0.0,94.0
526400.0,746.0,724.0,43.0,440.0,0.0,250.0
527200.0,753.0,719.0,357.0,84.0,0.0,98.0
528000.0,760.0,726.0,638.0,0.0,0.0,0.0
528800.0,776.0,733.0,533.0,0.0,0.0,0.0
529600.0,798.0,738.0,358.0,3.0,0.0,189.0
530400.0,816.0,768.0,246.0,262.0,0.0,0.0
531200.0,808.0,766.0,246.0,385.0,0.0,0.0
532000.0,810.0,734.0,246.0,385.0,0.0,0.0
532800.0,808.0,735.0,428.0,275.0,0.0,0.0
533600.0,820.0,737.0,143.0,238.0,0.0,91.0
534400.0,801.0,719.0,206.0,238.0,0.0,0.0
535200.0,783.0,712.0,211.0,238.0,238.0,0.0
536000.0,793.0,725.0,344.0,238.0,288.0,0.0
536800.0,792.0,737.0,344.0,0.0,0.0,0.0
537600.0,798.0,723.0,344.0,324.0,0.0,0.0
538400.0,787.0,738.0,344.0,406.0,0.0,190.0
539200.0,777.0,730.0,285.0,406.0,0.0,174.0
540000.0,783.0,701.0,470.0,406.0,0.0,126.0
540800.0,784.0,701.0,330.0,406.0,204.0,0.0
541600.0,781.0,714.0,267.0,406.0,335.0,120.0
542400.0,786.0,732.0,225.0,406.0,0.0,20.0
543200.0,779.0,730.0,225.0,224.0,63.0,0.0
544000.0,767.0,754.0,225.0,348.0,0.0,0.0
544800.0,768.0,768.0,225.0,638.0,0.0,120.0
545600.0,783.0,741.0,274.0,638.0,0.0,167.0
546400.0,785.0,728.0,274.0,638.0,15.0,49.0
547200.0,814.0,742.0,274.0,638.0,383.0,154.0
548000.0,823.0,734.0,337.0,638.0,183.0,0.0
548800.0,805.0,729.0,421.0,638.0,0.0,0.0
549600.0,777.0,758.0,421.0,394.0,0.0,70.0
550400.0,776.0,775.0,365.0,204.0,0.0,252.0
551200.0,781.0,728.0,316.0,184.0,0.0,162.0
552000.0,781.0,701.0,295.0,0.0,0.0,0.0
552800.0,787.0,684.0,295.0,0.0,0.0,326.0
553600.0,794.0,694.0,561.0,247.0,0.0,312.0
